2000,5.4402
2001,5.3721
2002,5.3266
2003,5.3327
2004,5.3192
2005,5.1247
2006,5.04999999
2007,5.0499999999
2008,5.26722032258064
2009,7.79123808333333
2010,7.9356405
2011,7.96756278225806
2012,7.99102934553958
2013,7.99299999999999
2014,11.8866595050499
2015,21.8446942666059
2016,25.5513342347145
2017,26.596606422619
2018,27.2004923757488
2019,25.8455893206157
2020,26.9575245025337
2021,27.2861894412442
2022,32.342301593702
